Model Outputs,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,
,,S03:LAJC,,,S03:LHJC,,,S03:LKJC,,,S03:RAJC,,,S03:RHJC,,,S03:RKJC,,
154,0,25.5924,1378.11,88.804,32.2489,1332.22,804.309,30.757,1347.39,449.554,-124.016,1387.15,86.4059,-148.444,1322.63,804.003,-143.496,1378.56,456.802
155,0,25.5971,1378.1,88.8074,32.2673,1332.18,804.307,30.7788,1347.36,449.553,-124.016,1387.15,86.4078,-148.425,1322.59,804.003,-143.479,1378.53,456.806
156,0,25.6034,1378.09,88.8101,32.2884,1332.15,804.305,30.8003,1347.33,449.552,-124.016,1387.15,86.4095,-148.404,1322.54,804.003,-143.461,1378.51,456.809
157,0,25.6109,1378.08,88.812,32.3123,1332.11,804.304,30.8219,1347.31,449.551,-124.016,1387.16,86.4111,-148.38,1322.5,804.002,-143.442,1378.48,456.812
158,0,25.6194,1378.06,88.8131,32.3389,1332.07,804.302,30.8442,1347.28,449.551,-124.015,1387.16,86.4125,-148.353,1322.46,804.002,-143.423,1378.45,456.816
159,0,25.6287,1378.04,88.8135,32.3686,1332.03,804.301,30.868,1347.26,449.55,-124.014,1387.16,86.4137,-148.323,1322.41,804.002,-143.404,1378.43,456.819
160,0,25.6382,1378.02,88.8134,32.4012,1331.98,804.3,30.8931,1347.23,449.549,-124.012,1387.16,86.4145,-148.291,1322.37,804.002,-143.385,1378.4,456.822
161,0,25.6477,1378,88.8128,32.4368,1331.93,804.299,30.9204,1347.2,449.548,-124.01,1387.16,86.4151,-148.255,1322.33,804.002,-143.365,1378.38,456.824
162,0,25.6568,1377.98,88.8119,32.4756,1331.88,804.299,30.9498,1347.16,449.547,-124.008,1387.16,86.4153,-148.217,1322.29,804.001,-143.345,1378.35,456.827
163,0,25.6652,1377.97,88.8108,32.5173,1331.83,804.298,30.9814,1347.12,449.546,-124.004,1387.16,86.4153,-148.176,1322.25,804.001,-143.324,1378.33,456.828
164,0,25.6728,1377.95,88.8096,32.5619,1331.77,804.297,31.0158,1347.07,449.544,-124.001,1387.16,86.415,-148.132,1322.21,804,-143.303,1378.3,456.83
165,0,25.6792,1377.94,88.8087,32.6094,1331.71,804.297,31.0522,1347.02,449.541,-123.997,1387.16,86.4145,-148.086,1322.17,804,-143.282,1378.28,456.83
166,0,25.6845,1377.93,88.808,32.6597,1331.64,804.296,31.0911,1346.97,449.539,-123.993,1387.15,86.4139,-148.037,1322.13,803.999,-143.261,1378.25,456.831
167,0,25.6884,1377.93,88.8078,32.7125,1331.58,804.295,31.1319,1346.91,449.535,-123.989,1387.15,86.4132,-147.986,1322.08,803.998,-143.24,1378.23,456.83
168,0,25.6909,1377.93,88.808,32.7676,1331.5,804.295,31.174,1346.85,449.532,-123.985,1387.15,86.4124,-147.932,1322.04,803.996,-143.218,1378.2,456.83
169,0,25.6919,1377.93,88.8088,32.8249,1331.43,804.294,31.2168,1346.8,449.527,-123.982,1387.15,86.4117,-147.877,1322,803.995,-143.196,1378.18,456.828
170,0,25.6915,1377.94,88.8101,32.8841,1331.35,804.293,31.2597,1346.74,449.523,-123.978,1387.14,86.4111,-147.819,1321.97,803.993,-143.174,1378.15,456.827
171,0,25.6894,1377.95,88.8119,32.9449,1331.27,804.292,31.3016,1346.69,449.518,-123.975,1387.14,86.4107,-147.761,1321.93,803.991,-143.153,1378.13,456.825
172,0,25.686,1377.97,88.814,33.007,1331.19,804.291,31.3418,1346.64,449.513,-123.973,1387.14,86.4105,-147.701,1321.89,803.988,-143.131,1378.1,456.823
173,0,25.6811,1377.99,88.8163,33.07,1331.11,804.29,31.3794,1346.61,449.508,-123.97,1387.13,86.4104,-147.64,1321.85,803.985,-143.109,1378.08,456.82
174,0,25.6745,1378.02,88.8186,33.1337,1331.03,804.288,31.4128,1346.58,449.504,-123.968,1387.13,86.4106,-147.578,1321.81,803.983,-143.087,1378.05,456.818
175,0,25.6666,1378.04,88.8208,33.1976,1330.95,804.287,31.4418,1346.56,449.499,-123.966,1387.13,86.4109,-147.517,1321.77,803.979,-143.065,1378.03,456.816
176,0,25.6572,1378.07,88.8228,33.2614,1330.86,804.285,31.4648,1346.56,449.495,-123.965,1387.13,86.4114,-147.455,1321.73,803.976,-143.043,1378,456.813
177,0,25.6466,1378.11,88.8245,33.3248,1330.78,804.283,31.482,1346.57,449.491,-123.964,1387.12,86.412,-147.394,1321.7,803.972,-143.022,1377.98,456.811
178,0,25.6347,1378.14,88.8257,33.3874,1330.7,804.28,31.4926,1346.6,449.488,-123.963,1387.12,86.4127,-147.334,1321.66,803.968,-143,1377.96,456.809
179,0,25.6218,1378.18,88.8264,33.4488,1330.62,804.278,31.4965,1346.64,449.485,-123.962,1387.12,86.4133,-147.274,1321.62,803.964,-142.979,1377.94,456.808
180,0,25.6081,1378.22,88.8267,33.5087,1330.54,804.275,31.4937,1346.7,449.483,-123.96,1387.12,86.4138,-147.217,1321.58,803.96,-142.957,1377.92,456.807
181,0,25.594,1378.26,88.8265,33.5668,1330.46,804.272,31.4852,1346.77,449.482,-123.959,1387.11,86.4142,-147.16,1321.55,803.956,-142.935,1377.9,456.806
182,0,25.5796,1378.3,88.8261,33.6227,1330.39,804.269,31.4712,1346.84,449.481,-123.958,1387.11,86.4143,-147.106,1321.51,803.951,-142.914,1377.88,456.806
183,0,25.5654,1378.35,88.8256,33.6762,1330.32,804.265,31.4531,1346.93,449.481,-123.956,1387.11,86.4142,-147.055,1321.48,803.947,-142.892,1377.87,456.807
184,0,25.5517,1378.39,88.825,33.7271,1330.25,804.261,31.4318,1347.02,449.482,-123.954,1387.11,86.4138,-147.005,1321.44,803.942,-142.87,1377.85,456.808
185,0,25.5389,1378.43,88.8246,33.7751,1330.19,804.257,31.4086,1347.12,449.483,-123.952,1387.1,86.4132,-146.959,1321.41,803.938,-142.848,1377.84,456.809
186,0,25.5273,1378.46,88.8243,33.8201,1330.13,804.252,31.3848,1347.21,449.484,-123.95,1387.1,86.4123,-146.915,1321.37,803.934,-142.826,1377.83,456.812
187,0,25.5171,1378.5,88.8244,33.8618,1330.07,804.247,31.3616,1347.3,449.485,-123.947,1387.09,86.4112,-146.874,1321.34,803.929,-142.803,1377.82,456.815
188,0,25.5084,1378.53,88.8248,33.9003,1330.02,804.242,31.3398,1347.38,449.487,-123.944,1387.09,86.4099,-146.836,1321.3,803.925,-142.781,1377.81,456.818
189,0,25.5014,1378.56,88.8255,33.9355,1329.97,804.236,31.32,1347.46,449.488,-123.941,1387.09,86.4084,-146.802,1321.27,803.921,-142.757,1377.81,456.822
190,0,25.4958,1378.58,88.8266,33.9672,1329.93,804.23,31.3027,1347.53,449.49,-123.937,1387.08,86.4069,-146.771,1321.23,803.918,-142.734,1377.8,456.827
191,0,25.4915,1378.6,88.828,33.9957,1329.89,804.224,31.2873,1347.59,449.491,-123.933,1387.08,86.4054,-146.743,1321.2,803.914,-142.71,1377.8,456.831
192,0,25.488,1378.62,88.8296,34.0208,1329.85,804.218,31.2735,1347.64,449.492,-123.929,1387.08,86.4038,-146.718,1321.17,803.911,-142.686,1377.79,456.836
193,0,25.4853,1378.63,88.8314,34.0429,1329.82,804.211,31.2608,1347.69,449.493,-123.924,1387.07,86.4024,-146.696,1321.14,803.908,-142.661,1377.79,456.841
194,0,25.4826,1378.65,88.8333,34.0619,1329.79,804.204,31.248,1347.74,449.495,-123.92,1387.07,86.4009,-146.677,1321.1,803.905,-142.637,1377.79,456.847
195,0,25.4797,1378.66,88.8352,34.0781,1329.76,804.197,31.2337,1347.78,449.496,-123.915,1387.06,86.3995,-146.66,1321.07,803.903,-142.612,1377.79,456.852
196,0,25.4761,1378.68,88.8371,34.0917,1329.74,804.189,31.2173,1347.83,449.498,-123.909,1387.06,86.3982,-146.646,1321.04,803.901,-142.587,1377.79,456.857
197,0,25.4715,1378.7,88.8388,34.1031,1329.71,804.181,31.1975,1347.88,449.5,-123.904,1387.06,86.3969,-146.634,1321.01,803.899,-142.563,1377.78,456.862
198,0,25.4655,1378.72,88.8405,34.1124,1329.69,804.173,31.1733,1347.94,449.503,-123.899,1387.05,86.3955,-146.625,1320.97,803.898,-142.538,1377.78,456.866
199,0,25.4582,1378.75,88.8421,34.1199,1329.67,804.165,31.1447,1348.01,449.505,-123.893,1387.05,86.3941,-146.616,1320.94,803.897,-142.514,1377.78,456.871
200,0,25.4493,1378.77,88.8435,34.1261,1329.65,804.157,31.1113,1348.09,449.509,-123.888,1387.04,86.3927,-146.61,1320.91,803.897,-142.49,1377.77,456.875
201,0,25.439,1378.81,88.8448,34.1312,1329.63,804.148,31.0731,1348.18,449.512,-123.882,1387.04,86.3912,-146.604,1320.88,803.896,-142.467,1377.77,456.879
202,0,25.4274,1378.85,88.8462,34.1355,1329.61,804.139,31.0309,1348.29,449.516,-123.877,1387.03,86.3896,-146.599,1320.84,803.897,-142.444,1377.76,456.883
203,0,25.4145,1378.89,88.8475,34.1393,1329.59,804.13,30.985,1348.4,449.52,-123.873,1387.03,86.3879,-146.595,1320.81,803.897,-142.422,1377.75,456.886
204,0,25.4007,1378.93,88.8489,34.1431,1329.57,804.121,30.9367,1348.51,449.524,-123.868,1387.02,86.3861,-146.591,1320.78,803.898,-142.401,1377.74,456.889
205,0,25.3862,1378.98,88.8504,34.147,1329.54,804.111,30.8871,1348.64,449.528,-123.864,1387.02,86.3843,-146.586,1320.74,803.899,-142.38,1377.73,456.892
206,0,25.3712,1379.03,88.8521,34.1513,1329.51,804.102,30.8371,1348.76,449.532,-123.86,1387.01,86.3825,-146.582,1320.71,803.9,-142.36,1377.71,456.894
207,0,25.3558,1379.09,88.8541,34.1564,1329.48,804.092,30.7878,1348.89,449.535,-123.856,1387,86.3806,-146.577,1320.67,803.901,-142.341,1377.69,456.896
208,0,25.3402,1379.14,88.8564,34.1622,1329.44,804.082,30.74,1349.01,449.538,-123.853,1386.99,86.3788,-146.571,1320.64,803.903,-142.323,1377.68,456.898
209,0,25.3246,1379.2,88.859,34.1692,1329.4,804.072,30.6951,1349.13,449.541,-123.85,1386.98,86.3771,-146.564,1320.6,803.904,-142.305,1377.66,456.9
210,0,25.3089,1379.26,88.862,34.1772,1329.36,804.062,30.6534,1349.24,449.542,-123.847,1386.97,86.3754,-146.556,1320.56,803.906,-142.288,1377.63,456.901
211,0,25.2931,1379.32,88.8654,34.1864,1329.31,804.052,30.6152,1349.35,449.543,-123.845,1386.97,86.3738,-146.547,1320.52,803.907,-142.271,1377.61,456.902
212,0,25.2773,1379.39,88.8691,34.1969,1329.26,804.042,30.5811,1349.44,449.544,-123.842,1386.96,86.3724,-146.538,1320.48,803.909,-142.255,1377.58,456.903
213,0,25.2616,1379.45,88.8733,34.2087,1329.2,804.031,30.551,1349.53,449.544,-123.84,1386.95,86.371,-146.527,1320.44,803.911,-142.239,1377.55,456.903
214,0,25.2457,1379.51,88.8778,34.2216,1329.14,804.021,30.525,1349.6,449.544,-123.837,1386.93,86.3698,-146.515,1320.4,803.912,-142.223,1377.52,456.903
215,0,25.2297,1379.57,88.8825,34.2358,1329.07,804.011,30.5024,1349.67,449.543,-123.835,1386.92,86.3687,-146.501,1320.36,803.913,-142.207,1377.49,456.903
216,0,25.2135,1379.64,88.8876,34.2509,1329,804.001,30.4831,1349.72,449.542,-123.832,1386.91,86.3676,-146.487,1320.31,803.915,-142.191,1377.46,456.903
217,0,25.1973,1379.7,88.8927,34.267,1328.93,803.99,30.4668,1349.77,449.541,-123.829,1386.9,86.3667,-146.473,1320.26,803.916,-142.176,1377.42,456.902
218,0,25.1809,1379.76,88.8978,34.2838,1328.85,803.98,30.4531,1349.8,449.54,-123.827,1386.89,86.3658,-146.457,1320.21,803.916,-142.16,1377.38,456.901
219,0,25.1644,1379.82,88.9029,34.3012,1328.77,803.971,30.4412,1349.83,449.539,-123.824,1386.88,86.365,-146.441,1320.16,803.917,-142.144,1377.34,456.9
220,0,25.148,1379.88,88.9079,34.3191,1328.69,803.961,30.4311,1349.85,449.538,-123.82,1386.87,86.3643,-146.425,1320.11,803.917,-142.129,1377.3,456.898
221,0,25.1317,1379.94,88.9126,34.3371,1328.61,803.951,30.4223,1349.87,449.537,-123.817,1386.86,86.3636,-146.408,1320.06,803.917,-142.113,1377.26,456.897
222,0,25.1154,1379.99,88.9171,34.3551,1328.52,803.942,30.4142,1349.88,449.537,-123.814,1386.85,86.363,-146.392,1320,803.916,-142.098,1377.21,456.895
223,0,25.0995,1380.05,88.9212,34.373,1328.43,803.933,30.407,1349.89,449.537,-123.811,1386.84,86.3626,-146.375,1319.95,803.916,-142.082,1377.17,456.894
224,0,25.0841,1380.1,88.9249,34.3905,1328.35,803.924,30.401,1349.89,449.537,-123.807,1386.83,86.3622,-146.359,1319.89,803.914,-142.067,1377.12,456.893
225,0,25.0693,1380.14,88.9283,34.4074,1328.26,803.915,30.3961,1349.88,449.537,-123.804,1386.82,86.362,-146.343,1319.83,803.913,-142.052,1377.07,456.891
226,0,25.0553,1380.19,88.9313,34.4237,1328.17,803.907,30.3923,1349.87,449.537,-123.801,1386.82,86.362,-146.328,1319.77,803.911,-142.038,1377.03,456.891
227,0,25.0423,1380.22,88.9339,34.4391,1328.08,803.899,30.3908,1349.85,449.537,-123.799,1386.81,86.3622,-146.314,1319.7,803.909,-142.025,1376.98,456.89
228,0,25.0307,1380.26,88.9361,34.4536,1327.99,803.891,30.3918,1349.82,449.536,-123.796,1386.81,86.3626,-146.301,1319.64,803.907,-142.012,1376.93,456.889
229,0,25.0207,1380.28,88.938,34.4671,1327.91,803.884,30.3964,1349.77,449.535,-123.794,1386.8,86.3633,-146.288,1319.57,803.904,-142,1376.88,456.889
230,0,25.0125,1380.3,88.9396,34.4794,1327.82,803.876,30.4051,1349.72,449.532,-123.792,1386.8,86.3642,-146.277,1319.51,803.901,-141.988,1376.84,456.89
231,0,25.0067,1380.31,88.9407,34.4906,1327.73,803.869,30.4196,1349.65,449.528,-123.79,1386.79,86.3654,-146.266,1319.44,803.898,-141.978,1376.79,456.89
232,0,25.0033,1380.31,88.9414,34.5006,1327.65,803.863,30.4405,1349.56,449.523,-123.789,1386.79,86.3669,-146.257,1319.37,803.895,-141.969,1376.75,456.891
233,0,25.0029,1380.3,88.9417,34.5095,1327.57,803.856,30.4688,1349.46,449.517,-123.788,1386.79,86.3686,-146.249,1319.3,803.891,-141.96,1376.7,456.892
234,0,25.0055,1380.28,88.9414,34.5172,1327.49,803.85,30.5052,1349.33,449.508,-123.787,1386.79,86.3706,-146.242,1319.23,803.887,-141.953,1376.66,456.893
235,0,25.0115,1380.24,88.9405,34.5238,1327.41,803.844,30.5507,1349.18,449.498,-123.786,1386.79,86.3729,-146.235,1319.16,803.883,-141.946,1376.63,456.894
236,0,25.0209,1380.2,88.9389,34.5294,1327.33,803.838,30.6055,1349.01,449.486,-123.785,1386.79,86.3752,-146.23,1319.09,803.878,-141.94,1376.59,456.896
237,0,25.0337,1380.14,88.9367,34.5341,1327.25,803.832,30.6698,1348.82,449.472,-123.784,1386.79,86.3777,-146.225,1319.01,803.874,-141.935,1376.56,456.897
238,0,25.0498,1380.08,88.9338,34.538,1327.18,803.827,30.7434,1348.61,449.457,-123.783,1386.79,86.3802,-146.222,1318.94,803.869,-141.93,1376.52,456.898
239,0,25.0691,1380,88.9303,34.5412,1327.1,803.822,30.826,1348.38,449.44,-123.782,1386.79,86.3826,-146.219,1318.87,803.864,-141.926,1376.49,456.899
240,0,25.091,1379.92,88.9263,34.5438,1327.03,803.817,30.9164,1348.13,449.423,-123.781,1386.79,86.3849,-146.216,1318.8,803.859,-141.923,1376.47,456.9
241,0,25.1152,1379.83,88.9219,34.546,1326.96,803.812,31.0137,1347.87,449.404,-123.78,1386.79,86.387,-146.214,1318.73,803.853,-141.92,1376.44,456.9
242,0,25.141,1379.74,88.9173,34.5479,1326.89,803.808,31.116,1347.6,449.385,-123.778,1386.78,86.3887,-146.212,1318.66,803.848,-141.917,1376.41,456.9
243,0,25.1679,1379.64,88.9125,34.5496,1326.82,803.803,31.2222,1347.33,449.367,-123.776,1386.78,86.3902,-146.21,1318.58,803.842,-141.914,1376.39,456.9
244,0,25.1952,1379.54,88.908,34.5512,1326.75,803.799,31.3303,1347.06,449.348,-123.773,1386.78,86.3912,-146.209,1318.52,803.836,-141.911,1376.37,456.9
245,0,25.2222,1379.45,88.9037,34.553,1326.68,803.795,31.4383,1346.79,449.331,-123.771,1386.77,86.3919,-146.207,1318.45,803.831,-141.909,1376.35,456.899
246,0,25.2482,1379.36,88.8999,34.5548,1326.61,803.791,31.5446,1346.53,449.314,-123.768,1386.77,86.3921,-146.205,1318.38,803.825,-141.906,1376.33,456.898
247,0,25.2728,1379.28,88.8966,34.5569,1326.54,803.788,31.6473,1346.28,449.298,-123.765,1386.76,86.3921,-146.203,1318.31,803.819,-141.904,1376.31,456.897
248,0,25.2954,1379.2,88.8941,34.5593,1326.47,803.784,31.7449,1346.04,449.284,-123.762,1386.76,86.3917,-146.201,1318.25,803.812,-141.902,1376.3,456.895
249,0,25.3156,1379.13,88.8923,34.5619,1326.4,803.781,31.8363,1345.82,449.271,-123.758,1386.75,86.391,-146.199,1318.18,803.806,-141.899,1376.28,456.894
250,0,25.3333,1379.07,88.8911,34.5649,1326.33,803.778,31.9208,1345.62,449.26,-123.755,1386.74,86.3902,-146.196,1318.12,803.8,-141.897,1376.27,456.892
251,0,25.3482,1379.02,88.8906,34.5683,1326.26,803.774,31.9969,1345.43,449.25,-123.752,1386.74,86.3893,-146.193,1318.06,803.794,-141.895,1376.25,456.89
252,0,25.3604,1378.97,88.8907,34.5719,1326.2,803.772,32.0647,1345.27,449.242,-123.749,1386.73,86.3883,-146.19,1318,803.787,-141.893,1376.24,456.888
253,0,25.3697,1378.93,88.8912,34.5758,1326.13,803.769,32.1238,1345.12,449.235,-123.745,1386.72,86.3873,-146.186,1317.95,803.781,-141.891,1376.23,456.886
254,0,25.3766,1378.9,88.8919,34.5799,1326.07,803.766,32.1744,1344.99,449.229,-123.743,1386.72,86.3865,-146.183,1317.89,803.774,-141.889,1376.22,456.884
255,0,25.3812,1378.88,88.8928,34.5841,1326,803.764,32.217,1344.88,449.224,-123.74,1386.71,86.3857,-146.179,1317.84,803.768,-141.887,1376.21,456.882
256,0,25.3836,1378.86,88.8937,34.5883,1325.94,803.761,32.2515,1344.78,449.22,-123.737,1386.71,86.3851,-146.175,1317.79,803.762,-141.886,1376.21,456.88
257,0,25.3844,1378.84,88.8944,34.5924,1325.88,803.759,32.2795,1344.7,449.217,-123.735,1386.7,86.3847,-146.172,1317.74,803.756,-141.885,1376.2,456.878
258,0,25.3837,1378.82,88.8948,34.5963,1325.82,803.757,32.3008,1344.63,449.214,-123.733,1386.7,86.3845,-146.168,1317.7,803.75,-141.884,1376.19,456.876
259,0,25.3819,1378.81,88.8949,34.5997,1325.77,803.755,32.3167,1344.58,449.211,-123.732,1386.7,86.3845,-146.165,1317.65,803.744,-141.883,1376.19,456.875
260,0,25.3791,1378.81,88.8945,34.6028,1325.72,803.753,32.3278,1344.54,449.208,-123.73,1386.7,86.3846,-146.163,1317.61,803.738,-141.883,1376.18,456.874
261,0,25.3758,1378.8,88.8937,34.6051,1325.67,803.751,32.335,1344.5,449.205,-123.729,1386.7,86.3849,-146.161,1317.57,803.732,-141.883,1376.18,456.872
262,0,25.3722,1378.79,88.8923,34.6068,1325.62,803.749,32.3392,1344.48,449.203,-123.728,1386.7,86.3854,-146.16,1317.54,803.727,-141.883,1376.17,456.871
263,0,25.3683,1378.79,88.8906,34.6076,1325.58,803.747,32.3409,1344.46,449.2,-123.727,1386.7,86.386,-146.159,1317.5,803.722,-141.883,1376.17,456.87
264,0,25.3645,1378.78,88.8884,34.6074,1325.54,803.746,32.341,1344.44,449.197,-123.727,1386.7,86.3867,-146.16,1317.47,803.717,-141.883,1376.17,456.869
265,0,25.3608,1378.78,88.8859,34.6062,1325.51,803.744,32.3399,1344.43,449.194,-123.726,1386.7,86.3875,-146.161,1317.44,803.713,-141.884,1376.17,456.869
266,0,25.3572,1378.78,88.8831,34.6038,1325.48,803.742,32.3381,1344.42,449.19,-123.726,1386.7,86.3884,-146.164,1317.42,803.709,-141.885,1376.16,456.868
267,0,25.354,1378.77,88.8802,34.6003,1325.46,803.741,32.3361,1344.42,449.187,-123.726,1386.7,86.3893,-146.167,1317.4,803.705,-141.886,1376.16,456.868
268,0,25.3509,1378.77,88.8772,34.5956,1325.44,803.74,32.3336,1344.41,449.184,-123.726,1386.7,86.3902,-146.172,1317.38,803.702,-141.887,1376.16,456.867
269,0,25.3482,1378.77,88.8744,34.5897,1325.42,803.738,32.3315,1344.41,449.181,-123.726,1386.7,86.3911,-146.178,1317.36,803.698,-141.888,1376.16,456.867
270,0,25.3456,1378.76,88.8717,34.5827,1325.41,803.737,32.3293,1344.41,449.178,-123.727,1386.7,86.392,-146.185,1317.35,803.696,-141.889,1376.16,456.867
271,0,25.3431,1378.76,88.8693,34.5744,1325.4,803.736,32.3273,1344.41,449.175,-123.727,1386.7,86.3927,-146.193,1317.34,803.693,-141.891,1376.16,456.867
272,0,25.3407,1378.76,88.8673,34.565,1325.4,803.735,32.325,1344.41,449.173,-123.727,1386.7,86.3934,-146.202,1317.33,803.691,-141.892,1376.16,456.867
273,0,25.3383,1378.76,88.8658,34.5545,1325.4,803.734,32.3228,1344.41,449.171,-123.728,1386.7,86.394,-146.213,1317.32,803.69,-141.894,1376.16,456.867
274,0,25.3357,1378.76,88.8648,34.543,1325.41,803.734,32.32,1344.42,449.17,-123.728,1386.7,86.3944,-146.224,1317.32,803.689,-141.895,1376.16,456.867
275,0,25.333,1378.77,88.8643,34.5305,1325.41,803.733,32.3167,1344.42,449.169,-123.729,1386.7,86.3947,-146.236,1317.32,803.688,-141.897,1376.17,456.867
276,0,25.3301,1378.77,88.8643,34.5172,1325.43,803.733,32.3128,1344.43,449.169,-123.729,1386.7,86.3948,-146.249,1317.33,803.687,-141.899,1376.17,456.867
277,0,25.3268,1378.78,88.8649,34.5031,1325.44,803.733,32.3077,1344.43,449.169,-123.73,1386.7,86.3948,-146.263,1317.33,803.687,-141.901,1376.18,456.867
278,0,25.3234,1378.78,88.866,34.4883,1325.46,803.733,32.3019,1344.44,449.17,-123.73,1386.69,86.3946,-146.277,1317.34,803.687,-141.903,1376.18,456.867
279,0,25.3198,1378.79,88.8675,34.4729,1325.48,803.734,32.2954,1344.45,449.171,-123.731,1386.69,86.3942,-146.292,1317.36,803.687,-141.905,1376.19,456.866
280,0,25.316,1378.8,88.8694,34.4569,1325.5,803.734,32.2877,1344.46,449.173,-123.731,1386.69,86.3937,-146.308,1317.37,803.688,-141.908,1376.2,456.865
281,0,25.3121,1378.81,88.8715,34.4404,1325.52,803.736,32.2792,1344.47,449.175,-123.732,1386.68,86.393,-146.324,1317.39,803.689,-141.911,1376.21,456.864
282,0,25.3084,1378.82,88.8737,34.4236,1325.55,803.737,32.2699,1344.49,449.177,-123.732,1386.68,86.3923,-146.34,1317.41,803.69,-141.915,1376.22,456.863
283,0,25.3049,1378.83,88.876,34.4064,1325.58,803.739,32.26,1344.5,449.18,-123.732,1386.68,86.3915,-146.357,1317.43,803.691,-141.92,1376.23,456.862
284,0,25.3018,1378.85,88.878,34.3888,1325.61,803.741,32.2497,1344.51,449.182,-123.733,1386.68,86.3906,-146.375,1317.46,803.693,-141.925,1376.24,456.861
285,0,25.2993,1378.86,88.8798,34.371,1325.64,803.744,32.2389,1344.52,449.185,-123.733,1386.68,86.3898,-146.392,1317.49,803.694,-141.932,1376.25,456.86
286,0,25.2976,1378.86,88.8811,34.3528,1325.67,803.747,32.2279,1344.53,449.187,-123.734,1386.68,86.389,-146.411,1317.52,803.696,-141.94,1376.26,456.859
287,0,25.2968,1378.87,88.8818,34.3343,1325.71,803.75,32.2167,1344.55,449.189,-123.735,1386.68,86.3883,-146.429,1317.55,803.698,-141.949,1376.28,456.857
288,0,25.2971,1378.87,88.8818,34.3155,1325.74,803.753,32.2056,1344.55,449.191,-123.736,1386.68,86.3878,-146.448,1317.58,803.7,-141.959,1376.29,456.856
289,0,25.2987,1378.87,88.8809,34.2963,1325.78,803.758,32.1951,1344.56,449.193,-123.738,1386.68,86.3874,-146.467,1317.62,803.702,-141.97,1376.31,456.854
290,0,25.3017,1378.86,88.8791,34.2767,1325.82,803.762,32.1846,1344.56,449.194,-123.74,1386.68,86.3872,-146.487,1317.66,803.704,-141.983,1376.33,456.853
291,0,25.3063,1378.85,88.8764,34.2566,1325.85,803.766,32.1746,1344.57,449.195,-123.742,1386.68,86.3872,-146.507,1317.7,803.706,-141.998,1376.34,456.851
292,0,25.3126,1378.84,88.8727,34.236,1325.89,803.771,32.1653,1344.57,449.196,-123.745,1386.69,86.3875,-146.527,1317.74,803.708,-142.014,1376.36,456.85
293,0,25.3208,1378.81,88.8681,34.2147,1325.93,803.776,32.1569,1344.57,449.196,-123.748,1386.69,86.388,-146.549,1317.78,803.71,-142.031,1376.38,456.848
294,0,25.3307,1378.78,88.8627,34.1928,1325.97,803.781,32.1488,1344.56,449.196,-123.751,1386.7,86.3887,-146.571,1317.82,803.712,-142.05,1376.4,456.846
295,0,25.3427,1378.74,88.8565,34.17,1326.01,803.787,32.1419,1344.56,449.196,-123.755,1386.71,86.3896,-146.594,1317.87,803.714,-142.07,1376.42,456.845
296,0,25.3566,1378.7,88.8497,34.1462,1326.06,803.792,32.1358,1344.55,449.195,-123.759,1386.71,86.3907,-146.618,1317.92,803.716,-142.092,1376.45,456.843
297,0,25.3725,1378.64,88.8423,34.1216,1326.1,803.797,32.1307,1344.54,449.193,-123.764,1386.72,86.3919,-146.643,1317.97,803.718,-142.114,1376.47,456.841
298,0,25.3902,1378.59,88.8346,34.0958,1326.15,803.803,32.1264,1344.54,449.192,-123.768,1386.72,86.3931,-146.669,1318.01,803.72,-142.138,1376.49,456.839
